#TYPE System.Diagnostics.Process
"Name","SI","Handles","VM","WS","PM","NPM","Path","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","BasePriority","ExitCode","HasExited","ExitTime","Handle","SafeHandle","HandleCount","Id","MachineName","MainWindowHandle","MainWindowTitle","MainModule","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize","NonpagedSystemMemorySize64","PagedMemorySize","PagedMemorySize64","PagedSystemMemorySize","PagedSystemMemorySize64","PeakPagedMemorySize","PeakPagedMemorySize64","PeakWorkingSet","PeakWorkingSet64","PeakVirtualMemorySize","PeakVirtualMemorySize64","PriorityBoostEnabled","PriorityClass","PrivateMemorySize","PrivateMemorySize64","PrivilegedProcessorTime","ProcessName","ProcessorAffinity","Responding","SessionId","StartInfo","StartTime","SynchronizingObject","Threads","TotalProcessorTime","UserProcessorTime","VirtualMemorySize","VirtualMemorySize64","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet","WorkingSet64","Site","Container"
"OneDrive","1","771","306135040","23838720","32808960","47456","C:\Users\edfhilb\AppData\Local\Microsoft\OneDrive\OneDrive.exe","Microsoft Corporation","1394.5","18.025.0204.0009","18.025.0204.0009","Microsoft OneDrive","Microsoft OneDrive","Process","8",,"False",,"5828","Microsoft.Win32.SafeHandles.SafeProcessHandle","771","11740",".","0","","System.Diagnostics.ProcessModule (OneDrive.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","47456","47456","32808960","32808960","373992","373992","49229824","49229824","61669376","61669376","331685888","331685888","True","Normal","32808960","32808960","00:13:57.3750000","OneDrive","255","True","1","System.Diagnostics.ProcessStartInfo","3/14/2018 1:27:15 PM",,"System.Diagnostics.ProcessThreadCollection","00:23:14.5000000","00:09:17.1250000","306135040","306135040","False",,,,"23838720","23838720",,
"ONENOTE","1","2354","1144442880","240648192","305618944","100768","C:\Program Files (x86)\Microsoft Office\root\Office16\ONENOTE.EXE","Microsoft Corporation","3302.953125","16.0.9029.2167","16.0.9029.2167","Microsoft OneNote","Microsoft OneNote","Process","8",,"False",,"5876","Microsoft.Win32.SafeHandles.SafeProcessHandle","2354","9888",".","22880606","VSPP deployment on Physical server - OneNote 2016","System.Diagnostics.ProcessModule (ONENOTE.EXE)","1413120","204800","System.Diagnostics.ProcessModuleCollection","100768","100768","305618944","305618944","1618384","1618384","366223360","366223360","337768448","337768448","1277071360","1277071360","True","Normal","305618944","305618944","00:18:31.1406250","ONENOTE","255","True","1","System.Diagnostics.ProcessStartInfo","3/14/2018 1:27:21 PM",,"System.Diagnostics.ProcessThreadCollection","00:55:02.9531250","00:36:31.8125000","1144442880","1144442880","False",,,,"240648192","240648192",,
"ONENOTEM","1","178","126136320","2117632","2473984","11344","C:\Program Files (x86)\Microsoft Office\root\Office16\ONENOTEM.EXE","Microsoft Corporation","0.15625","16.0.9029.2167","16.0.9029.2167","Send to OneNote Tool","Microsoft OneNote","Process","8",,"False",,"6076","Microsoft.Win32.SafeHandles.SafeProcessHandle","178","13180",".","0","","System.Diagnostics.ProcessModule (ONENOTEM.EXE)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11344","11344","2473984","2473984","180656","180656","2768896","2768896","10973184","10973184","135917568","135917568","True","Normal","2473984","2473984","00:00:00.1093750","ONENOTEM","255","True","1","System.Diagnostics.ProcessStartInfo","3/14/2018 1:27:20 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.1562500","00:00:00.0468750","126136320","126136320","False",,,,"2117632","2117632",,
"OUTLOOK","1","17455","1444175872","289484800","400637952","212440","C:\Program Files (x86)\Microsoft Office\root\Office16\OUTLOOK.EXE","Microsoft Corporation","4122.796875","16.0.9029.2167","16.0.9029.2167","Microsoft Outlook","Microsoft Outlook","Process","8",,"False",,"6108","Microsoft.Win32.SafeHandles.SafeProcessHandle","17455","12568",".","66866","Inbox - shaojing.chen@ericsson.com - Outlook","System.Diagnostics.ProcessModule (OUTLOOK.EXE)","1413120","204800","System.Diagnostics.ProcessModuleCollection","212440","212440","400637952","400637952","2191720","2191720","1488863232","1488863232","362160128","362160128","-1807015936","2487951360","True","Normal","400637952","400637952","00:18:56.6093750","OUTLOOK","255","True","1","System.Diagnostics.ProcessStartInfo","3/14/2018 1:27:21 PM",,"System.Diagnostics.ProcessThreadCollection","01:08:42.7968750","00:49:46.1875000","1444175872","1444175872","False",,,,"289484800","289484800",,
"PerfWatson2","1","797","339300352","33886208","52191232","59608","C:\Program Files (x86)\Microsoft Visual Studio\2017\Enterprise\Common7\IDE\PerfWatson2.exe","Microsoft Corporation","65.28125","15.0.27421.1","15.0.27421.1","PerfWatson2.exe","Microsoft? Visual Studio?","Process","8",,"False",,"6140","Microsoft.Win32.SafeHandles.SafeProcessHandle","797","3128",".","0","","System.Diagnostics.ProcessModule (PerfWatson2.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","59608","59608","52191232","52191232","439968","439968","54046720","54046720","61566976","61566976","353898496","353898496","True","Normal","52191232","52191232","00:00:53.7656250","PerfWatson2","255","True","1","System.Diagnostics.ProcessStartInfo","3/14/2018 2:10:11 PM",,"System.Diagnostics.ProcessThreadCollection","00:01:05.2812500","00:00:11.5156250","339300352","339300352","False",,,,"33886208","33886208",,
"PING","1","66","2199072624640","3215360","835584","5656","C:\WINDOWS\system32\PING.EXE","Microsoft Corporation","0","10.0.16299.15 (WinBuild.160101.0800)","10.0.16299.15","TCP/IP Ping Command","Microsoft? Windows? Operating System","Process","8",,"False",,"5616","Microsoft.Win32.SafeHandles.SafeProcessHandle","66","48404",".","0","","System.Diagnostics.ProcessModule (PING.EXE)","1413120","204800","System.Diagnostics.ProcessModuleCollection","5656","5656","835584","835584","26912","26912","888832","888832","3440640","3440640","50941952","2199074197504","True","Normal","835584","835584","00:00:00","PING","255","True","1","System.Diagnostics.ProcessStartInfo","3/23/2018 2:37:39 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00","00:00:00","49369088","2199072624640","False",,,,"3215360","3215360",,
"powershell","1","496","2199734079488","77180928","58933248","30464","C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe","Microsoft Corporation","1.78125","10.0.16299.15 (WinBuild.160101.0800)","10.0.16299.15","Windows PowerShell","Microsoft? Windows? Operating System","Process","8",,"False",,"5636","Microsoft.Win32.SafeHandles.SafeProcessHandle","496","36736",".","1843216","Windows PowerShell","System.Diagnostics.ProcessModule (powershell.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","30464","30464","58933248","58933248","502888","502888","66043904","66043904","81432576","81432576","718819328","2199742074880","True","Normal","58933248","58933248","00:00:01.1406250","powershell","255","True","1","System.Diagnostics.ProcessStartInfo","3/19/2018 10:28:34 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.7812500","00:00:00.6406250","710823936","2199734079488","False",,,,"77180928","77180928",,
"powershell","1","1165","2234285064192","388423680","377167872","86496","C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe","Microsoft Corporation","30.25","10.0.16299.15 (WinBuild.160101.0800)","10.0.16299.15","Windows PowerShell","Microsoft? Windows? Operating System","Process","8",,"False",,"6048","Microsoft.Win32.SafeHandles.SafeProcessHandle","1165","54000",".","0","","System.Diagnostics.ProcessModule (powershell.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","86496","86496","377167872","377167872","784712","784712","377167872","377167872","388423680","388423680","902266880","2234285260800","True","Normal","377167872","377167872","00:00:22.3281250","powershell","255","True","1","System.Diagnostics.ProcessStartInfo","3/23/2018 5:40:48 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:30.2656250","00:00:07.9218750","902070272","2234285064192","False",,,,"388423680","388423680",,
"powershell","1","588","2199728300032","69492736","60346368","27472","C:\WINDOWS\System32\WindowsPowerShell\v1.0\powershell.exe","Microsoft Corporation","0.40625","10.0.16299.15 (WinBuild.160101.0800)","10.0.16299.15","Windows PowerShell","Microsoft? Windows? Operating System","Process","8",,"False",,"6016","Microsoft.Win32.SafeHandles.SafeProcessHandle","588","57544",".","0","","System.Diagnostics.ProcessModule (powershell.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","27472","27472","60346368","60346368","498528","498528","61149184","61149184","69746688","69746688","712974336","2199736229888","True","Normal","60346368","60346368","00:00:00.1250000","powershell","255","True","1","System.Diagnostics.ProcessStartInfo","3/23/2018 5:37:19 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.4062500","00:00:00.2812500","705044480","2199728300032","False",,,,"69492736","69492736",,
"PUTTY","1","381","278085632","23433216","7430144","26920","D:\Databank\Program Files\putty\PUTTY.EXE","Simon Tatham","4.390625","Release 0.70","Release 0.70","SSH, Telnet and Rlogin client","PuTTY suite","Process","8",,"False",,"5724","Microsoft.Win32.SafeHandles.SafeProcessHandle","381","53928",".","4982396","root@MRBJ-VSPP-02:~","System.Diagnostics.ProcessModule (PUTTY.EXE)","1413120","204800","System.Diagnostics.ProcessModuleCollection","26920","26920","7430144","7430144","421344","421344","7979008","7979008","29257728","29257728","315232256","315232256","True","Normal","7430144","7430144","00:00:01.1250000","PUTTY","255","True","1","System.Diagnostics.ProcessStartInfo","3/23/2018 11:08:19 AM",,"System.Diagnostics.ProcessThreadCollection","00:00:04.3906250","00:00:03.2656250","278085632","278085632","False",,,,"23433216","23433216",,
"RAVBg64","1","357","169889792","3780608","6766592","15968",,,,,,,,"Process","8",,,,,,"357","4708",".","0","",,,,,"15968","15968","6766592","6766592","259392","259392","6930432","6930432","17133568","17133568","176930816","176930816",,,"6766592","6766592",,"RAVBg64",,"True","1","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"169889792","169889792","False",,,,"3780608","3780608",,
"RAVCpl64","1","370","171552768","3100672","4366336","15088","C:\Program Files\Realtek\Audio\HDA\RAVCpl64.exe","Realtek Semiconductor","0.28125","1, 0, 0, 1027","1, 0, 0, 1027","Realtek HD Audio Manager","Realtek HD Audio Manager","Process","8",,"False",,"5680","Microsoft.Win32.SafeHandles.SafeProcessHandle","370","12212",".","0","","System.Diagnostics.ProcessModule (RAVCpl64.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","15088","15088","4366336","4366336","265160","265160","5820416","5820416","16039936","16039936","207822848","207822848","True","Normal","4366336","4366336","00:00:00.1875000","RAVCpl64","255","True","1","System.Diagnostics.ProcessStartInfo","3/14/2018 1:27:14 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.2812500","00:00:00.0937500","171552768","171552768","False",,,,"3100672","3100672",,
"RDCMan","1","3289","2079125504","409645056","940126208","103600",,,"1458.984375",,,,,"Process","8",,,,,,"3289","13992",".","262182","EDFHILB-DELL (10.164.120.201) - Remote Desktop Connection Manager v2.7",,,,,"103600","103600","940126208","940126208","1165280","1165280","1891766272","1891766272","1452298240","1452298240","-1313685504","2981281792",,,"940126208","940126208","00:08:51.2656250","RDCMan",,"True","1","System.Diagnostics.ProcessStartInfo","3/14/2018 1:27:32 PM",,"System.Diagnostics.ProcessThreadCollection","00:24:18.9843750","00:15:27.7187500","2079125504","2079125504","False",,,,"409645056","409645056",,
"RdrCEF","1","317","357429248","12070912","63488000","36640","C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\AcroCEF\RdrCEF.exe","Adobe Systems Incorporated","12.234375","18.11.20036.265267","18.11.20036.265267","Adobe RdrCEF","","Process","8",,"False",,"6120","Microsoft.Win32.SafeHandles.SafeProcessHandle","317","14496",".","0","","System.Diagnostics.ProcessModule (RdrCEF.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","36640","36640","63488000","63488000","381576","381576","80117760","80117760","72716288","72716288","363720704","363720704","True","Normal","63488000","63488000","00:00:02.6093750","RdrCEF","255","True","1","System.Diagnostics.ProcessStartInfo","3/14/2018 1:28:37 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:12.2343750","00:00:09.6250000","357429248","357429248","False",,,,"12070912","12070912",,
"RdrCEF","1","704","348676096","14524416","18939904","37664","C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\AcroCEF\RdrCEF.exe","Adobe Systems Incorporated","124.953125","18.11.20036.265267","18.11.20036.265267","Adobe RdrCEF","","Process","8",,"False",,"5520","Microsoft.Win32.SafeHandles.SafeProcessHandle","704","15352",".","0","","System.Diagnostics.ProcessModule (RdrCEF.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","37664","37664","18939904","18939904","525720","525720","21860352","21860352","42536960","42536960","364527616","364527616","True","Normal","18939904","18939904","00:01:28.9375000","RdrCEF","255","True","1","System.Diagnostics.ProcessStartInfo","3/14/2018 1:28:37 PM",,"System.Diagnostics.ProcessThreadCollection","00:02:04.9531250","00:00:36.0156250","348676096","348676096","False",,,,"14524416","14524416",,
"RdrCEF","1","300","309567488","3973120","46411776","30248","C:\Program Files (x86)\Adobe\Acrobat Reader DC\Reader\AcroCEF\RdrCEF.exe","Adobe Systems Incorporated","1.75","18.11.20036.265267","18.11.20036.265267","Adobe RdrCEF","","Process","8",,"False",,"5904","Microsoft.Win32.SafeHandles.SafeProcessHandle","300","25204",".","0","","System.Diagnostics.ProcessModule (RdrCEF.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","30248","30248","46411776","46411776","367456","367456","49524736","49524736","57532416","57532416","312713216","312713216","True","Normal","46411776","46411776","00:00:00.2656250","RdrCEF","255","True","1","System.Diagnostics.ProcessStartInfo","3/16/2018 4:18:01 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.7500000","00:00:01.4843750","309567488","309567488","False",,,,"3973120","3973120",,
"Receiver","1","681","258355200","18251776","14278656","43184","C:\Program Files (x86)\Citrix\ICA Client\Receiver\Receiver.exe","Citrix Systems, Inc.","1139.984375","4.11.0.20","4.11.0.20","Citrix Receiver Application","Citrix Receiver","Process","8",,"False",,"5852","Microsoft.Win32.SafeHandles.SafeProcessHandle","681","12884",".","0","","System.Diagnostics.ProcessModule (Receiver.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","43184","43184","14278656","14278656","331168","331168","15544320","15544320","30777344","30777344","572469248","572469248","True","Normal","14278656","14278656","00:12:55.1875000","Receiver","255","True","1","System.Diagnostics.ProcessStartInfo","3/14/2018 1:27:20 PM",,"System.Diagnostics.ProcessThreadCollection","00:18:59.9843750","00:06:04.7968750","258355200","258355200","False",,,,"18251776","18251776",,
"redirector","1","322","131284992","2555904","2482176","12768","C:\Program Files (x86)\Citrix\ICA Client\redirector.exe","Citrix Systems, Inc.","0.578125","14.11.0.17061","14.11.0","Citrix FTA, URL Redirector","Citrix Receiver","Process","8",,"False",,"5872","Microsoft.Win32.SafeHandles.SafeProcessHandle","322","13112",".","0","","System.Diagnostics.ProcessModule (redirector.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","12768","12768","2482176","2482176","185888","185888","5922816","5922816","9715712","9715712","136527872","136527872","True","Normal","2482176","2482176","00:00:00.3125000","redirector","255","True","1","System.Diagnostics.ProcessStartInfo","3/14/2018 1:27:20 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.5781250","00:00:00.2656250","131284992","131284992","False",,,,"2555904","2555904",,
"RemindersServer","1","178","2199133450240","5468160","2949120","9648","C:\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\RemindersServer.exe","Microsoft Corporation","0.359375","10.0.16299.15 (WinBuild.160101.0800)","10.0.16299.15","Reminders WinRT OOP Server","Microsoft? Windows? Operating System","Process","8",,"False",,"4276","Microsoft.Win32.SafeHandles.SafeProcessHandle","178","11200",".","0","","System.Diagnostics.ProcessModule (RemindersServer.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","9648","9648","2949120","2949120","139896","139896","4251648","4251648","13316096","13316096","119681024","2199142936576","True","Normal","2949120","2949120","00:00:00.1718750","RemindersServer","255","True","1","System.Diagnostics.ProcessStartInfo","3/14/2018 1:27:09 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.3593750","00:00:00.1875000","110194688","2199133450240","False",,,,"5468160","5468160",,
"RtkAudioService64","0","162","105717760","1544192","1810432","8488",,,,,,,,"Process","8",,,,,,"162","3264",".","0","",,,,,"8488","8488","1810432","1810432","136504","136504","2035712","2035712","8675328","8675328","114286592","114286592",,,"1810432","1810432",,"RtkAudioService64",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"105717760","105717760","False",,,,"1544192","1544192",,
"RuntimeBroker","1","471","2199195672576","21180416","7540736","23608","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","27.90625","10.0.16299.15 (WinBuild.160101.0800)","10.0.16299.15","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"5692","Microsoft.Win32.SafeHandles.SafeProcessHandle","471","1436",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","23608","23608","7540736","7540736","274504","274504","8749056","8749056","29192192","29192192","182673408","2199205928960","True","Normal","7540736","7540736","00:00:18.2187500","RuntimeBroker","255","True","1","System.Diagnostics.ProcessStartInfo","3/14/2018 1:27:03 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:27.9062500","00:00:09.6875000","172417024","2199195672576","False",,,,"21180416","21180416",,
"RuntimeBroker","1","530","2199199985664","19693568","10211328","19488","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","84.109375","10.0.16299.15 (WinBuild.160101.0800)","10.0.16299.15","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"2192","Microsoft.Win32.SafeHandles.SafeProcessHandle","530","1772",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","19488","19488","10211328","10211328","296560","296560","11472896","11472896","25473024","25473024","185962496","2199209218048","True","Normal","10211328","10211328","00:00:51.3281250","RuntimeBroker","255","True","1","System.Diagnostics.ProcessStartInfo","3/14/2018 1:43:04 PM",,"System.Diagnostics.ProcessThreadCollection","00:01:24.1093750","00:00:32.7812500","176730112","2199199985664","False",,,,"19693568","19693568",,
"RuntimeBroker","1","167","2199142146048","2748416","5050368","11736","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","0.8125","10.0.16299.15 (WinBuild.160101.0800)","10.0.16299.15","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"5252","Microsoft.Win32.SafeHandles.SafeProcessHandle","167","2984",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","11736","11736","5050368","5050368","154912","154912","6610944","6610944","21934080","21934080","132988928","2199156244480","True","Normal","5050368","5050368","00:00:00.1718750","RuntimeBroker","255","True","1","System.Diagnostics.ProcessStartInfo","3/16/2018 2:45:34 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:00.8125000","00:00:00.6406250","118890496","2199142146048","False",,,,"2748416","2748416",,
"RuntimeBroker","1","587","2199212089344","24342528","10121216","27424","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","43.640625","10.0.16299.15 (WinBuild.160101.0800)","10.0.16299.15","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"5624","Microsoft.Win32.SafeHandles.SafeProcessHandle","587","3276",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","27424","27424","10121216","10121216","319720","319720","11567104","11567104","32030720","32030720","216162304","2199239417856","True","Normal","10121216","10121216","00:00:24.2968750","RuntimeBroker","255","True","1","System.Diagnostics.ProcessStartInfo","3/14/2018 1:27:03 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:43.6406250","00:00:19.3437500","188833792","2199212089344","False",,,,"24342528","24342528",,
"RuntimeBroker","1","404","2199223480320","25268224","17031168","22800","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","13.53125","10.0.16299.15 (WinBuild.160101.0800)","10.0.16299.15","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"6088","Microsoft.Win32.SafeHandles.SafeProcessHandle","404","8568",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","22800","22800","17031168","17031168","303424","303424","19460096","19460096","35577856","35577856","236535808","2199259791360","True","Normal","17031168","17031168","00:00:05.6875000","RuntimeBroker","255","True","1","System.Diagnostics.ProcessStartInfo","3/14/2018 1:43:04 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:13.5312500","00:00:07.8437500","200224768","2199223480320","False",,,,"25268224","25268224",,
"RuntimeBroker","1","619","2199254097920","24641536","10141696","27040","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","22.21875","10.0.16299.15 (WinBuild.160101.0800)","10.0.16299.15","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"5576","Microsoft.Win32.SafeHandles.SafeProcessHandle","619","10464",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","27040","27040","10141696","10141696","378240","378240","15429632","15429632","38019072","38019072","337268736","2199360524288","True","Normal","10141696","10141696","00:00:14.2968750","RuntimeBroker","255","True","1","System.Diagnostics.ProcessStartInfo","3/14/2018 1:27:06 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:22.2187500","00:00:07.9218750","230842368","2199254097920","False",,,,"24641536","24641536",,
"RuntimeBroker","1","358","2199233617920","20840448","8245248","20800","C:\Windows\System32\RuntimeBroker.exe","Microsoft Corporation","6.953125","10.0.16299.15 (WinBuild.160101.0800)","10.0.16299.15","Runtime Broker","Microsoft? Windows? Operating System","Process","8",,"False",,"4256","Microsoft.Win32.SafeHandles.SafeProcessHandle","358","19492",".","0","","System.Diagnostics.ProcessModule (RuntimeBroker.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","20800","20800","8245248","8245248","331968","331968","14098432","14098432","39649280","39649280","254406656","2199277662208","True","Normal","8245248","8245248","00:00:02.6875000","RuntimeBroker","255","True","1","System.Diagnostics.ProcessStartInfo","3/14/2018 5:43:52 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:06.9531250","00:00:04.2656250","210362368","2199233617920","False",,,,"20840448","20840448",,
"SearchFilterHost","0","117","2199095226368","6619136","1593344","7880",,,,,,,,"Process","4",,,,,,"117","56312",".","0","",,,,,"7880","7880","1593344","1593344","84112","84112","1593344","1593344","6619136","6619136","71970816","2199095226368",,,"1593344","1593344",,"SearchFilterHost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"71970816","2199095226368","False",,,,"6619136","6619136",,
"SearchIndexer","0","1266","2199547625472","86802432","107139072","84552",,,,,,,,"Process","8",,,,,,"1266","7624",".","0","",,,,,"84552","84552","107139072","107139072","310160","310160","220049408","220049408","203345920","203345920","640086016","2199663341568",,,"107139072","107139072",,"SearchIndexer",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"524369920","2199547625472","False",,,,"86802432","86802432",,
"SearchProtocolHost","0","390","2199143510016","13893632","2842624","13312",,,,,,,,"Process","4",,,,,,"390","56136",".","0","",,,,,"13312","13312","2842624","2842624","171056","171056","3227648","3227648","14450688","14450688","122089472","2199145345024",,,"2842624","2842624",,"SearchProtocolHost",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"120254464","2199143510016","False",,,,"13893632","13893632",,
"SearchUI","1","1259","2234426605568","68194304","105394176","99312","C:\Windows\SystemApps\Microsoft.Windows.Cortana_cw5n1h2txyewy\SearchUI.exe","Microsoft Corporation","16.65625","10.0.16299.251 (WinBuild.160101.0800)","10.0.16299.251","Search and Cortana application","Microsoft? Windows? Operating System","Process","8",,"False",,"5608","Microsoft.Win32.SafeHandles.SafeProcessHandle","1259","10436",".","0","","System.Diagnostics.ProcessModule (SearchUI.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","99312","99312","105394176","105394176","1091192","1091192","140046336","140046336","190894080","190894080","1098043392","2234481037312","True","Normal","105394176","105394176","00:00:05.2968750","SearchUI","255","True","1","System.Diagnostics.ProcessStartInfo","3/14/2018 1:29:06 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:16.6562500","00:00:11.3593750","1043611648","2234426605568","False",,,,"68194304","68194304",,
"Secure System","0","0","2142208","3899392","139264","272",,,,,,,,"Process","8",,,,,,"0","72",".","0","",,,,,"272","272","139264","139264","8408","8408","139264","139264","81920","81920","2142208","2142208",,,"139264","139264",,"Secure System",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"2142208","2142208","False",,,,"3899392","3899392",,
"SecurityHealthService","0","347","2199134404608","10276864","5324800","16592",,,,,,,,"Process","8",,,,,,"347","2300",".","0","",,,,,"16592","16592","5324800","5324800","163232","163232","6471680","6471680","17915904","17915904","145125376","2199168380928",,,"5324800","5324800",,"SecurityHealthService",,"True","0","System.Diagnostics.ProcessStartInfo",,,"System.Diagnostics.ProcessThreadCollection",,,"111149056","2199134404608","False",,,,"10276864","10276864",,
"SelfService","1","799","550522880","21876736","100483072","51312","C:\Program Files (x86)\Citrix\ICA Client\SelfServicePlugin\SelfService.exe","Citrix Systems, Inc.","13.890625","4.11.0.36","4.11.0.36","Citrix Receiver","Citrix Receiver","Process","8",,"False",,"5196","Microsoft.Win32.SafeHandles.SafeProcessHandle","799","17696",".","0","","System.Diagnostics.ProcessModule (SelfService.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","51312","51312","100483072","100483072","682360","682360","102772736","102772736","111763456","111763456","576253952","576253952","True","Normal","100483072","100483072","00:00:04.6406250","SelfService","255","True","1","System.Diagnostics.ProcessStartInfo","3/14/2018 1:49:28 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:13.8906250","00:00:09.2500000","550522880","550522880","False",,,,"21876736","21876736",,
"SelfServicePlugin","1","386","256651264","9936896","16945152","26616","C:\Program Files (x86)\Citrix\ICA Client\SelfServicePlugin\SelfServicePlugin.exe","Citrix Systems, Inc.","1.234375","4.11.0.36","4.11.0.36","Citrix Receiver","Citrix Receiver","Process","8",,"False",,"5768","Microsoft.Win32.SafeHandles.SafeProcessHandle","386","12760",".","0","","System.Diagnostics.ProcessModule (SelfServicePlugin.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","26616","26616","16945152","16945152","351520","351520","17100800","17100800","26886144","26886144","264933376","264933376","True","Normal","16945152","16945152","00:00:00.6718750","SelfServicePlugin","255","True","1","System.Diagnostics.ProcessStartInfo","3/14/2018 1:27:20 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:01.2343750","00:00:00.5625000","256651264","256651264","False",,,,"9936896","9936896",,
"ServiceHub.Host.CLR.x86","1","574","271499264","15704064","29712384","34568","C:\Program Files (x86)\Microsoft Visual Studio\2017\Enterprise\Common7\ServiceHub\Hosts\ServiceHub.Host.CLR.x86\ServiceHub.Host.CLR.x86.exe","Microsoft","2.828125","1.2.60.51671","1.2.60+gd7c92a8740.RR","ServiceHub.Host.CLR.x86","ServiceHub.Host.CLR.x86","Process","8",,"False",,"5732","Microsoft.Win32.SafeHandles.SafeProcessHandle","574","22364",".","0","","System.Diagnostics.ProcessModule (ServiceHub.Host.CLR.x86.exe)","1413120","204800","System.Diagnostics.ProcessModuleCollection","34568","34568","29712384","29712384","393216","393216","30519296","30519296","39378944","39378944","286326784","286326784","True","Normal","29712384","29712384","00:00:01","ServiceHub.Host.CLR.x86","255","True","1","System.Diagnostics.ProcessStartInfo","3/14/2018 2:10:30 PM",,"System.Diagnostics.ProcessThreadCollection","00:00:02.8281250","00:00:01.8281250","271499264","271499264","False",,,,"15704064","15704064",,
